sku,name,slug,type,status,regular_price,sale_price,department,category_l1,category_l2,description,short_description,materials,finishes,dimensions,lead_time,minimum_order_qty,cad_drawing_url,image_urls,catalog_only_mode
STOOL-2050,Pawan Stool (2050),pawan-stool-2050,simple,publish,,,Furniture,Stools & Benches,Stools,Upcycled oil-drum stool with printed metal body and galvanised top. Crafted in Upcycled Metal Drum. From the Pawan Stools collection. Dimensions: 27.9cm W x 27.9cm D x 38cm H.,Upcycled oil-drum stool with printed metal body and galvanised top.,Upcycled Metal Drum,,27.9cm W x 27.9cm D x 38cm H,,1,,pawan-stool-2050_1.webp,1
STOOL-2054,Pawan Stool (2054),pawan-stool-2054,simple,publish,,,Furniture,Stools & Benches,Stools,"Round log-slice seat on crossed black metal legs. Crafted in Solid Wood, Iron. From the Pawan Stools collection. Dimensions: 38.1cm W x 38.1cm D x 46cm H.",Round log-slice seat on crossed black metal legs.,"Solid Wood, Iron",,38.1cm W x 38.1cm D x 46cm H,,1,,pawan-stool-2054_1.webp,1
STOOL-2069,Pawan Stool (2069),pawan-stool-2069,simple,draft,,,Furniture,Stools & Benches,Stools,"Quatrefoil wood-rimmed seat with decorative inlaid centre on black hairpin legs. Crafted in Solid Wood, Metal. From the Pawan Stools collection.",Quatrefoil wood-rimmed seat with decorative inlaid centre on black hairpin legs.,"Solid Wood, Metal",,,,1,,"pawan-stool-2069_1.webp,pawan-stool-2069_2.webp",1
STOOL-NC-6597,Reclaimed Wood Block Stool,reclaimed-wood-block-stool,simple,draft,,,Furniture,Stools & Benches,Stools,"Faceted reclaimed-wood block stool with painted patina and metal inlay. Crafted in Solid Wood, Metal. From the Pawan Stools collection.",Faceted reclaimed-wood block stool with painted patina and metal inlay.,"Solid Wood, Metal",,,,1,,reclaimed-wood-block-stool_1.webp,1
STOOL-NC-6623,Wood Mosaic Top Stool,wood-mosaic-top-stool,simple,draft,,,Furniture,Stools & Benches,Stools,"Round top inset with wood-slice mosaic on a champagne metal tripod frame. Crafted in Solid Wood, Metal. From the Pawan Stools collection.",Round top inset with wood-slice mosaic on a champagne metal tripod frame.,"Solid Wood, Metal",,,,1,,wood-mosaic-top-stool_1.webp,1
STOOL-2071B,Pawan Bar Table (2071B),pawan-bar-table-2071b,simple,draft,,,Furniture,Tables,Bar Tables,"Pedestal bar table with quatrefoil solid wood top on a champagne metal column and dome base. Crafted in Solid Wood, Metal. From the Pawan Stools collection.",Pedestal bar table with quatrefoil solid wood top on a champagne metal column and dome base.,"Solid Wood, Metal",,,,1,,pawan-bar-table-2071b_1.webp,1
BALA-6022,Bala Coffee Table,bala-coffee-table,simple,publish,,,Furniture,Tables,Coffee Tables,"Rectangular coffee table with drawer. Crafted in Acacia, Desert finish. From the Bala collection. Dimensions: 140cm W x 70cm D x 45cm H.",Rectangular coffee table with drawer.,Acacia,Desert,140cm W x 70cm D x 45cm H,,1,,bala-coffee-table_1.webp,1
DRIFTWOOD-DRF11,Driftwood Coffee Table,driftwood-coffee-table,simple,publish,,,Furniture,Tables,Coffee Tables,"Solid block coffee table in lime sand-blasted mango. Crafted in Mango, Lime Sand Blast finish. From the Driftwood collection. Dimensions: 91.44cm W x 60.96cm D x 45.72cm H.",Solid block coffee table in lime sand-blasted mango.,Mango,Lime Sand Blast,91.44cm W x 60.96cm D x 45.72cm H,,1,,driftwood-coffee-table_1.webp,1
DRIFTWOOD-DRF10,Driftwood Coffee Table Square,driftwood-coffee-table-square,simple,publish,,,Furniture,Tables,Coffee Tables,"Square block coffee table with open centre, lime sand-blasted mango. Crafted in Mango, Lime Sand Blast finish. From the Driftwood collection. Dimensions: 99.06cm W x 99.06cm D x 45.72cm H.","Square block coffee table with open centre, lime sand-blasted mango.",Mango,Lime Sand Blast,99.06cm W x 99.06cm D x 45.72cm H,,1,,"driftwood-coffee-table-square_1.webp,driftwood-coffee-table-square_2.webp,driftwood-coffee-table-square_3.webp",1
LABH-6139,Labh Table Coffee( 2 Drawers),labh-table-coffee-2-drawers,simple,publish,,,Furniture,Tables,Coffee Tables,"Coffee table with two drawers and open shelf, dark mango. Crafted in Mango, Max Dark finish. From the Labh collection. Dimensions: 140cm W x 70cm D x 40cm H.","Coffee table with two drawers and open shelf, dark mango.",Mango,Max Dark,140cm W x 70cm D x 40cm H,,1,,"labh-table-coffee-2-drawers_1.webp,labh-table-coffee-2-drawers_2.webp,labh-table-coffee-2-drawers_3.webp,labh-table-coffee-2-drawers_4.webp,labh-table-coffee-2-drawers_5.webp",1
PAWAN-4009,Pawan Coffee Table,pawan-coffee-table,simple,publish,,,Furniture,Tables,Coffee Tables,"Rectangular coffee table with rounded block legs. Crafted in Mango, Colonial finish. From the Pawan collection. Dimensions: 120cm W x 70cm D x 40cm H.",Rectangular coffee table with rounded block legs.,Mango,Colonial,120cm W x 70cm D x 40cm H,,1,,"pawan-coffee-table_1.webp,pawan-coffee-table_2.webp,pawan-coffee-table_3.webp",1
PAWAN-1008,Pawan Coffee Table (1008),pawan-coffee-table-1008,simple,publish,,,Furniture,Tables,Coffee Tables,"Low coffee table with dimple-carved top on brushed-steel L-legs. Crafted in Solid Wood, Brushed Steel, Dark Walnut Brown finish. From the Pawan collection.",Low coffee table with dimple-carved top on brushed-steel L-legs.,"Solid Wood, Brushed Steel",Dark Walnut Brown,,,1,,"pawan-coffee-table-1008_1.webp,pawan-coffee-table-1008_2.webp",1
PAWAN-1016,Pawan Coffee Table (1016),pawan-coffee-table-1016,simple,publish,,,Furniture,Tables,Coffee Tables,"Low iron-framed coffee table with inset wood top on V-shaped iron legs. Crafted in Solid Wood, Iron, Natural Wood with Black Iron finish. From the Pawan collection. Dimensions: 130cm W x 60cm D x 45cm H.",Low iron-framed coffee table with inset wood top on V-shaped iron legs.,"Solid Wood, Iron",Natural Wood with Black Iron,130cm W x 60cm D x 45cm H,,1,,"pawan-coffee-table-1016_1.webp,pawan-coffee-table-1016_2.webp,pawan-coffee-table-1016_3.webp",1
PLUTO-6106,Pluto Center Table,pluto-center-table,simple,publish,,,Furniture,Tables,Coffee Tables,"Centre table with nesting side units on castors and lower shelf. Crafted in Acacia, Max finish. From the Pluto collection. Dimensions: 109cm W x 60cm D x 46cm H.",Centre table with nesting side units on castors and lower shelf.,Acacia,Max,109cm W x 60cm D x 46cm H,,1,,pluto-center-table_1.webp,1
REED-JN322003,Reed Coffee Table,reed-coffee-table,simple,publish,,,Furniture,Tables,Coffee Tables,"Round drum coffee table wrapped in mango reeding with a white marble top. Crafted in Solid Mango Wood, White Marble Top, Metal, Whitewashed Reeded Mango finish. From the Reed collection. Dimensions: 80cm W x 80cm D x 40cm H.",Round drum coffee table wrapped in mango reeding with a white marble top.,"Solid Mango Wood, White Marble Top, Metal",Whitewashed Reeded Mango,80cm W x 80cm D x 40cm H,,1,,"reed-coffee-table_1.webp,reed-coffee-table_2.webp,reed-coffee-table_3.webp,reed-coffee-table_4.webp,reed-coffee-table_5.webp,reed-coffee-table_6.webp,reed-coffee-table_7.webp,reed-coffee-table_8.webp",1
SHORA-4284,Shora Coffee Table,shora-coffee-table,simple,publish,,,Furniture,Tables,Coffee Tables,"Square coffee table in solid acacia with waterfall-style legs. Crafted in Acacia, Lime finish finish. From the Shora collection. Dimensions: 68.6cm W x 68.6cm D x 40.6cm H.",Square coffee table in solid acacia with waterfall-style legs.,Acacia,Lime finish,68.6cm W x 68.6cm D x 40.6cm H,,1,,"shora-coffee-table_1.webp,shora-coffee-table_2.webp",1
TEAK-TK-04,Teak Coffee Table,teak-coffee-table,simple,publish,,,Furniture,Tables,Coffee Tables,"Square patchwork-teak coffee table with drawers on opposite sides and an inset top tray, on a black iron frame. Crafted in Iron, Teak Wood, MDF, Natural Lacquered finish. From the Teak collection. Dimensions: 80cm W x 80cm D x 45cm H.","Square patchwork-teak coffee table with drawers on opposite sides and an inset top tray, on a black iron frame.","Iron, Teak Wood, MDF",Natural Lacquered,80cm W x 80cm D x 45cm H,,1,,"teak-coffee-table_1.webp,teak-coffee-table_2.webp,teak-coffee-table_3.webp",1
THAR-6071,Thar Coffee Table (6071),thar-coffee-table-6071,simple,publish,,,Furniture,Tables,Coffee Tables,"Large square coffee table with lower shelf and exposed joinery. Crafted in Acacia, Lime Cream finish. From the Thar collection. Dimensions: 110cm W x 110cm D x 36cm H.",Large square coffee table with lower shelf and exposed joinery.,Acacia,Lime Cream,110cm W x 110cm D x 36cm H,,1,,thar-coffee-table-6071_1.webp,1
THAR-6072,Thar Coffee Table (6072),thar-coffee-table-6072,simple,publish,,,Furniture,Tables,Coffee Tables,"Rectangular coffee table with lower shelf and exposed joinery. Crafted in Acacia, Lime Cream finish. From the Thar collection. Dimensions: 140cm W x 80cm D x 40cm H.",Rectangular coffee table with lower shelf and exposed joinery.,Acacia,Lime Cream,140cm W x 80cm D x 40cm H,,1,,thar-coffee-table-6072_1.webp,1
BALA-6010,Bala Console Two Drawer,bala-console-two-drawer,simple,publish,,,Furniture,Tables,Console Tables,"Console table with two drawers and lower shelf. Crafted in Acacia, Desert finish. From the Bala collection. Dimensions: 110cm W x 33cm D x 36cm H.",Console table with two drawers and lower shelf.,Acacia,Desert,110cm W x 33cm D x 36cm H,,1,,bala-console-two-drawer_1.webp,1
LABH-6140,Labh Table Console,labh-table-console,simple,publish,,,Furniture,Tables,Console Tables,"Console table with two drawers and lower shelf, dark mango. Crafted in Mango, Max Dark finish. From the Labh collection. Dimensions: 110cm W x 40cm D x 76cm H.","Console table with two drawers and lower shelf, dark mango.",Mango,Max Dark,110cm W x 40cm D x 76cm H,,1,,"labh-table-console_1.webp,labh-table-console_2.webp",1
PAWAN-1014,Pawan Console (1014),pawan-console-1014,simple,publish,,,Furniture,Tables,Console Tables,"Iron-framed console with inset wood top on double V-shaped iron legs. Crafted in Solid Wood, Iron, Natural Wood with Black Iron finish. From the Pawan collection. Dimensions: 150cm W x 50cm D x 76cm H.",Iron-framed console with inset wood top on double V-shaped iron legs.,"Solid Wood, Iron",Natural Wood with Black Iron,150cm W x 50cm D x 76cm H,,1,,"pawan-console-1014_1.webp,pawan-console-1014_2.webp,pawan-console-1014_3.webp",1
PAWAN-4008,Pawan Console Table,pawan-console-table,simple,publish,,,Furniture,Tables,Console Tables,"Console table with rounded block legs. Crafted in Mango, Colonial finish. From the Pawan collection. Dimensions: 120cm W x 44cm D x 77cm H.",Console table with rounded block legs.,Mango,Colonial,120cm W x 44cm D x 77cm H,,1,,"pawan-console-table_1.webp,pawan-console-table_2.webp",1
PAWAN-1009,Pawan Console Table (1009),pawan-console-table-1009,simple,publish,,,Furniture,Tables,Console Tables,"Narrow console with dimple-carved top on brushed-steel L-legs. Crafted in Solid Wood, Brushed Steel, Dark Walnut Brown finish. From the Pawan collection.",Narrow console with dimple-carved top on brushed-steel L-legs.,"Solid Wood, Brushed Steel",Dark Walnut Brown,,,1,,"pawan-console-table-1009_1.webp,pawan-console-table-1009_2.webp,pawan-console-table-1009_3.webp,pawan-console-table-1009_4.webp",1
REED-JN318001,Reed Console Table,reed-console-table,simple,publish,,,Furniture,Tables,Console Tables,"Slim console with a white marble top on two reeded mango-wood slab legs. Crafted in Solid Mango Wood, White Marble Top, Metal, Whitewashed Reeded Mango finish. From the Reed collection. Dimensions: 120cm W x 40cm D x 77cm H.",Slim console with a white marble top on two reeded mango-wood slab legs.,"Solid Mango Wood, White Marble Top, Metal",Whitewashed Reeded Mango,120cm W x 40cm D x 77cm H,,1,,"reed-console-table_1.webp,reed-console-table_2.webp,reed-console-table_3.webp,reed-console-table_4.webp,reed-console-table_5.webp,reed-console-table_6.webp,reed-console-table_7.webp,reed-console-table_8.webp,reed-console-table_9.webp,reed-console-table_10.webp,reed-console-table_11.webp,reed-console-table_12.webp",1
SHORA-4288,Shora Console,shora-console,simple,publish,,,Furniture,Tables,Console Tables,"Waterfall-leg console table in solid acacia. Crafted in Acacia, Lime finish finish. From the Shora collection. Dimensions: 129.5cm W x 43.2cm D x 76.2cm H.",Waterfall-leg console table in solid acacia.,Acacia,Lime finish,129.5cm W x 43.2cm D x 76.2cm H,,1,,"shora-console_1.webp,shora-console_2.webp",1
THAR-6062,Thar Console,thar-console,simple,publish,,,Furniture,Tables,Console Tables,"Console with two ribbed drawers and lower shelf. Crafted in Acacia, Lime Cream finish. From the Thar collection. Dimensions: 110cm W x 32cm D x 85cm H.",Console with two ribbed drawers and lower shelf.,Acacia,Lime Cream,110cm W x 32cm D x 85cm H,,1,,"thar-console_1.webp,thar-console_2.webp",1
BALA-6023,Bala Dining Table,bala-dining-table,simple,publish,,,Furniture,Tables,Dining Tables,"Rectangular solid acacia dining table on block legs. Crafted in Acacia, Desert finish. From the Bala collection. Dimensions: 200cm W x 95cm D x 77cm H.",Rectangular solid acacia dining table on block legs.,Acacia,Desert,200cm W x 95cm D x 77cm H,,1,,bala-dining-table_1.webp,1
LABH-6138,Labh Table Dining,labh-table-dining,simple,publish,,,Furniture,Tables,Dining Tables,"Rectangular mango dining table with chunky legs and banded top. Crafted in Mango, Max Dark finish. From the Labh collection. Dimensions: 180cm W x 90cm D x 78cm H.",Rectangular mango dining table with chunky legs and banded top.,Mango,Max Dark,180cm W x 90cm D x 78cm H,,1,,labh-table-dining_1.webp,1
PAWAN-4000,Pawan Dining Table,pawan-dining-table,simple,publish,,,Furniture,Tables,Dining Tables,"Rectangular dining table with rounded block legs. Crafted in Mango, Colonial finish. From the Pawan collection. Dimensions: 157cm W x 89cm D x 77cm H.",Rectangular dining table with rounded block legs.,Mango,Colonial,157cm W x 89cm D x 77cm H,,1,,"pawan-dining-table_1.webp,pawan-dining-table_2.webp",1
PAWAN-1001,Pawan Dining Table (1001),pawan-dining-table-1001,simple,publish,,,Furniture,Tables,Dining Tables,"Chamfered-edge solid wood top with a carved dimple band, on angular brushed-steel L-legs. Crafted in Solid Wood, Brushed Steel, Dark Walnut Brown finish. From the Pawan collection. Dimensions: 180cm W x 90cm D x 76cm H.","Chamfered-edge solid wood top with a carved dimple band, on angular brushed-steel L-legs.","Solid Wood, Brushed Steel",Dark Walnut Brown,180cm W x 90cm D x 76cm H,,1,,"pawan-dining-table-1001_1.webp,pawan-dining-table-1001_2.webp,pawan-dining-table-1001_3.webp,pawan-dining-table-1001_4.webp,pawan-dining-table-1001_5.webp",1
PAWAN-1013,Pawan Dining Table (1013),pawan-dining-table-1013,simple,publish,,,Furniture,Tables,Dining Tables,"Iron-framed dining table with inset wood top panel and sculpted V-shaped iron legs with arched mesh braces. Crafted in Solid Wood, Iron, Natural Wood with Black Iron finish. From the Pawan collection. Dimensions: 180cm W x 90cm D x 76cm H.",Iron-framed dining table with inset wood top panel and sculpted V-shaped iron legs with arched mesh braces.,"Solid Wood, Iron",Natural Wood with Black Iron,180cm W x 90cm D x 76cm H,,1,,"pawan-dining-table-1013_1.webp,pawan-dining-table-1013_2.webp,pawan-dining-table-1013_3.webp",1
PLUTO-6122,Pluto Dining Table,pluto-dining-table,simple,publish,,,Furniture,Tables,Dining Tables,"Rectangular dark acacia dining table. Crafted in Acacia, Max finish. From the Pluto collection. Dimensions: 152cm W x 90cm D x 78cm H.",Rectangular dark acacia dining table.,Acacia,Max,152cm W x 90cm D x 78cm H,,1,,pluto-dining-table_1.webp,1
REED-RI316016,Reed 200cm Dining Table,reed-200cm-dining-table,simple,publish,,,Furniture,Tables,Dining Tables,"Rectangular white marble top with softly rounded corners, set on two sculptural reeded mango-wood pedestal legs. Crafted in Solid Mango Wood, White Marble Top, Metal, Whitewashed Reeded Mango finish. From the Reed collection. Dimensions: 200cm W x 100cm D x 76cm H.","Rectangular white marble top with softly rounded corners, set on two sculptural reeded mango-wood pedestal legs.","Solid Mango Wood, White Marble Top, Metal",Whitewashed Reeded Mango,200cm W x 100cm D x 76cm H,,1,,"reed-200cm-dining-table_1.webp,reed-200cm-dining-table_2.webp,reed-200cm-dining-table_3.webp,reed-200cm-dining-table_4.webp,reed-200cm-dining-table_5.webp,reed-200cm-dining-table_6.webp,reed-200cm-dining-table_7.webp",1
REED-RPT-NOCODE,Reed Round Pedestal Dining Table,reed-round-pedestal-dining-table,simple,draft,,,Furniture,Tables,Dining Tables,"Round white marble top on a single reeded mango-wood drum pedestal. Crafted in Solid Mango Wood, White Marble Top, Metal, Whitewashed Reeded Mango finish. From the Reed collection.",Round white marble top on a single reeded mango-wood drum pedestal.,"Solid Mango Wood, White Marble Top, Metal",Whitewashed Reeded Mango,,,1,,"reed-round-pedestal-dining-table_1.webp,reed-round-pedestal-dining-table_2.webp,reed-round-pedestal-dining-table_3.webp,reed-round-pedestal-dining-table_4.webp,reed-round-pedestal-dining-table_5.webp,reed-round-pedestal-dining-table_6.webp",1
SHORA-4281,Shora Dining Table (4281),shora-dining-table-4281,simple,publish,,,Furniture,Tables,Dining Tables,"Square dining table in solid acacia with waterfall-style legs. Crafted in Acacia, Lime finish finish. From the Shora collection. Dimensions: 144.8cm W x 144.8cm D x 76.2cm H.",Square dining table in solid acacia with waterfall-style legs.,Acacia,Lime finish,144.8cm W x 144.8cm D x 76.2cm H,,1,,shora-dining-table-4281_1.webp,1
SHORA-4297,Shora Dining Table (4297),shora-dining-table-4297,simple,publish,,,Furniture,Tables,Dining Tables,"Square dining table in solid acacia with chunky block legs. Crafted in Acacia, Lime finish finish. From the Shora collection. Dimensions: 139.7cm W x 139.7cm D x 76.2cm H.",Square dining table in solid acacia with chunky block legs.,Acacia,Lime finish,139.7cm W x 139.7cm D x 76.2cm H,,1,,shora-dining-table-4297_1.webp,1
TEAK-TK-07,Teak Dining Table,teak-dining-table,simple,publish,,,Furniture,Tables,Dining Tables,"Patchwork teak dining table with a black iron-edged top and solid slab legs. Crafted in Iron, Teak Wood, MDF, Natural Lacquered finish. From the Teak collection. Dimensions: 195cm W x 100cm D x 76cm H.",Patchwork teak dining table with a black iron-edged top and solid slab legs.,"Iron, Teak Wood, MDF",Natural Lacquered,195cm W x 100cm D x 76cm H,,1,,"teak-dining-table_1.webp,teak-dining-table_2.webp",1
THAR-6076,Thar Dining Table (6076),thar-dining-table-6076,simple,publish,,,Furniture,Tables,Dining Tables,"Large rectangular solid acacia dining table. Crafted in Acacia, Lime Cream finish. From the Thar collection. Dimensions: 220cm W x 110cm D x 78cm H.",Large rectangular solid acacia dining table.,Acacia,Lime Cream,220cm W x 110cm D x 78cm H,,1,,thar-dining-table-6076_1.webp,1
THAR-6077,Thar Dining Table (6077),thar-dining-table-6077,simple,publish,,,Furniture,Tables,Dining Tables,"Rectangular solid acacia dining table. Crafted in Acacia, Lime Cream finish. From the Thar collection. Dimensions: 190cm W x 90cm D x 78cm H.",Rectangular solid acacia dining table.,Acacia,Lime Cream,190cm W x 90cm D x 78cm H,,1,,thar-dining-table-6077_1.webp,1
DRIFTWOOD-DRF05,Driftwood Drum Table,driftwood-drum-table,simple,publish,,,Furniture,Tables,Side Tables,"Solid drum side table in lime sand-blasted mango. Crafted in Mango, Lime Sand Blast finish. From the Driftwood collection. Dimensions: 30cm W x 30cm D x 47cm H.",Solid drum side table in lime sand-blasted mango.,Mango,Lime Sand Blast,30cm W x 30cm D x 47cm H,,1,,"driftwood-drum-table_1.webp,driftwood-drum-table_2.webp",1
DRIFTWOOD-DRF03,Driftwood Loft Table,driftwood-loft-table,simple,publish,,,Furniture,Tables,Side Tables,"Round-top folding loft table on X-legs in lime sand-blasted mango. Crafted in Mango, Lime Sand Blast finish. From the Driftwood collection. Dimensions: 71cm W x 71.12cm D x 64cm H.",Round-top folding loft table on X-legs in lime sand-blasted mango.,Mango,Lime Sand Blast,71cm W x 71.12cm D x 64cm H,,1,,"driftwood-loft-table_1.webp,driftwood-loft-table_2.webp,driftwood-loft-table_3.webp",1
TABLE-NC-6911,Natural Edge Side Table,natural-edge-side-table,simple,draft,,,Furniture,Tables,Side Tables,"Natural live-edge wood slab top with glass centre on black iron U-legs. Crafted in Solid Wood, Metal. From the Pawan Stools collection.",Natural live-edge wood slab top with glass centre on black iron U-legs.,"Solid Wood, Metal",,,,1,,natural-edge-side-table_1.webp,1
PAWAN-1002,Pawan Side Table (1002),pawan-side-table-1002,simple,publish,,,Furniture,Tables,Side Tables,"Square side table with dimple-carved top on brushed-steel L-legs. Crafted in Solid Wood, Brushed Steel, Dark Walnut Brown finish. From the Pawan collection. Dimensions: 50cm W x 50cm D x 45cm H.",Square side table with dimple-carved top on brushed-steel L-legs.,"Solid Wood, Brushed Steel",Dark Walnut Brown,50cm W x 50cm D x 45cm H,,1,,"pawan-side-table-1002_1.webp,pawan-side-table-1002_2.webp,pawan-side-table-1002_3.webp,pawan-side-table-1002_4.webp",1
PAWAN-1017,Pawan Side Table (1017),pawan-side-table-1017,simple,publish,,,Furniture,Tables,Side Tables,"Square iron-framed side table with inset wood top and splayed arched legs. Crafted in Solid Wood, Iron, Natural Wood with Black Iron finish. From the Pawan collection. Dimensions: 55cm W x 55cm D x 45cm H.",Square iron-framed side table with inset wood top and splayed arched legs.,"Solid Wood, Iron",Natural Wood with Black Iron,55cm W x 55cm D x 45cm H,,1,,"pawan-side-table-1017_1.webp,pawan-side-table-1017_2.webp,pawan-side-table-1017_3.webp",1
REED-X7312180,Reed Lamp Table,reed-lamp-table,simple,publish,,,Furniture,Tables,Side Tables,"Compact round drum side table with mango reeding and a white marble top. Crafted in Solid Mango Wood, White Marble Top, Metal, Whitewashed Reeded Mango finish. From the Reed collection. Dimensions: 40cm W x 40cm D x 45cm H.",Compact round drum side table with mango reeding and a white marble top.,"Solid Mango Wood, White Marble Top, Metal",Whitewashed Reeded Mango,40cm W x 40cm D x 45cm H,,1,,"reed-lamp-table_1.webp,reed-lamp-table_2.webp,reed-lamp-table_3.webp,reed-lamp-table_4.webp,reed-lamp-table_5.webp,reed-lamp-table_6.webp,reed-lamp-table_7.webp",1
THAR-6063,Thar Corner Table,thar-corner-table,simple,publish,,,Furniture,Tables,Side Tables,"Square corner table with lower shelf and exposed joinery. Crafted in Acacia, Lime Cream finish. From the Thar collection. Dimensions: 60cm W x 60cm D x 40cm H.",Square corner table with lower shelf and exposed joinery.,Acacia,Lime Cream,60cm W x 60cm D x 40cm H,,1,,thar-corner-table_1.webp,1
THAR-6065,Thar Miniset,thar-miniset,simple,publish,,,Furniture,Tables,Side Tables,"Set of two nesting side tables in chunky solid acacia with exposed corner joinery. Crafted in Acacia, Lime Cream finish. From the Thar collection. Dimensions: 55.5cm W x 45cm D x 46cm H.",Set of two nesting side tables in chunky solid acacia with exposed corner joinery.,Acacia,Lime Cream,55.5cm W x 45cm D x 46cm H,,1,,"thar-miniset_1.webp,thar-miniset_2.webp,thar-miniset_3.webp,thar-miniset_4.webp,thar-miniset_5.webp,thar-miniset_6.webp,thar-miniset_7.webp",1
DRIFTWOOD-DRF06,Driftwood Rectangular Tray,driftwood-rectangular-tray,simple,publish,,,Décor,Accents,Decorative Trays,"Rectangular tray with sunburst-pattern base in lime sand-blasted mango. Crafted in Mango, Lime Sand Blast finish. From the Driftwood collection. Dimensions: 59.436cm W x 45.72cm D x 10.16cm H.",Rectangular tray with sunburst-pattern base in lime sand-blasted mango.,Mango,Lime Sand Blast,59.436cm W x 45.72cm D x 10.16cm H,,1,,"driftwood-rectangular-tray_1.webp,driftwood-rectangular-tray_2.webp,driftwood-rectangular-tray_3.webp",1
DRIFTWOOD-DRF04,Driftwood Round Topper Tray,driftwood-round-topper-tray,simple,publish,,,Décor,Accents,Decorative Trays,"Round tray with sunburst-pattern base in lime sand-blasted mango. Crafted in Mango, Lime Sand Blast finish. From the Driftwood collection. Dimensions: 33.02cm W x 33.02cm D x 6.35cm H.",Round tray with sunburst-pattern base in lime sand-blasted mango.,Mango,Lime Sand Blast,33.02cm W x 33.02cm D x 6.35cm H,,1,,"driftwood-round-topper-tray_1.webp,driftwood-round-topper-tray_2.webp",1
BALA-6024,Bala Set of Mirror (Three),bala-set-of-mirror-three,simple,publish,,,Mirrors,Wall Mirrors,,"Set of three wall mirrors with solid acacia frames. Crafted in Acacia, Desert finish. From the Bala collection. Dimensions: 195cm W x 2.5cm D x 90cm H.",Set of three wall mirrors with solid acacia frames.,Acacia,Desert,195cm W x 2.5cm D x 90cm H,,1,,bala-set-of-mirror-three_1.webp,1
DRIFTWOOD-DRF02,Driftwood Rectangular Mirror,driftwood-rectangular-mirror,simple,publish,,,Mirrors,Wall Mirrors,,"Rectangular mirror with wide textured frame in lime sand-blasted mango. Crafted in Mango, Lime Sand Blast finish. From the Driftwood collection. Dimensions: 152.4cm W x 10cm D x 81cm H.",Rectangular mirror with wide textured frame in lime sand-blasted mango.,Mango,Lime Sand Blast,152.4cm W x 10cm D x 81cm H,,1,,"driftwood-rectangular-mirror_1.webp,driftwood-rectangular-mirror_2.webp,driftwood-rectangular-mirror_3.webp",1
DRIFTWOOD-DRF01,Driftwood Round Mirror,driftwood-round-mirror,simple,publish,,,Mirrors,Wall Mirrors,,"Round mirror with wide textured frame in lime sand-blasted mango. Crafted in Mango, Lime Sand Blast finish. From the Driftwood collection. Dimensions: 90cm W x 10cm D x 90cm H.",Round mirror with wide textured frame in lime sand-blasted mango.,Mango,Lime Sand Blast,90cm W x 10cm D x 90cm H,,1,,"driftwood-round-mirror_1.webp,driftwood-round-mirror_2.webp",1
LABH-6142,Labh Mirror,labh-mirror,simple,publish,,,Mirrors,Wall Mirrors,,"Rectangular wall mirror with dark mango frame. Crafted in Mango, Max Dark finish. From the Labh collection. Dimensions: 78cm W x 3cm D x 110cm H.",Rectangular wall mirror with dark mango frame.,Mango,Max Dark,78cm W x 3cm D x 110cm H,,1,,"labh-mirror_1.webp,labh-mirror_2.webp",1
PAWAN-1007,Pawan Mirror (1007),pawan-mirror-1007,simple,publish,,,Mirrors,Wall Mirrors,,"Rectangular mirror with a dimple-carved top rail and angled wooden frame. Crafted in Solid Wood, Brushed Steel, Dark Walnut Brown finish. From the Pawan collection.",Rectangular mirror with a dimple-carved top rail and angled wooden frame.,"Solid Wood, Brushed Steel",Dark Walnut Brown,,,1,,"pawan-mirror-1007_1.webp,pawan-mirror-1007_2.webp",1
PAWAN-3998,Pawan Mirror Frame,pawan-mirror-frame,simple,publish,,,Mirrors,Wall Mirrors,,"Bevel-edged wall mirror with wide dark wood frame. Crafted in Mango, Colonial finish. From the Pawan collection. Dimensions: 120cm W x 3cm D x 90cm H.",Bevel-edged wall mirror with wide dark wood frame.,Mango,Colonial,120cm W x 3cm D x 90cm H,,1,,"pawan-mirror-frame_1.webp,pawan-mirror-frame_2.webp",1
SHORA-4286,Shora Mirror,shora-mirror,simple,publish,,,Mirrors,Wall Mirrors,,"Rectangular wall mirror with rustic acacia frame. Crafted in Acacia, Lime finish finish. From the Shora collection. Dimensions: 99.1cm W x 5.1cm D x 83.8cm H.",Rectangular wall mirror with rustic acacia frame.,Acacia,Lime finish,99.1cm W x 5.1cm D x 83.8cm H,,1,,shora-mirror_1.webp,1
TEAK-TK-05,Teak Mirror,teak-mirror,simple,publish,,,Mirrors,Wall Mirrors,,"Large rectangular mirror framed in patchwork teak with a black iron edge. Crafted in Iron, Teak Wood, MDF, Natural Lacquered finish. From the Teak collection. Dimensions: 80cm W x 140cm H.",Large rectangular mirror framed in patchwork teak with a black iron edge.,"Iron, Teak Wood, MDF",Natural Lacquered,80cm W x 140cm H,,1,,teak-mirror_1.webp,1
THAR-6073,Thar Mirror,thar-mirror,simple,publish,,,Mirrors,Wall Mirrors,,"Tall rectangular mirror with solid acacia frame. Crafted in Acacia, Lime Cream finish. From the Thar collection. Dimensions: 80cm W x 6cm D x 180cm H.",Tall rectangular mirror with solid acacia frame.,Acacia,Lime Cream,80cm W x 6cm D x 180cm H,,1,,"thar-mirror_1.webp,thar-mirror_2.webp",1
